proj_code,order_date,order_code,order_code2,cust_code,no_cli,co_obr,de_obr,obra_latitud,obra_longitud,tkt_code,guia,pivot_plant_code,pivot_plant_name,pivot_plant_latitud,pivot_plant_longitud,plant_code,plant_name,plant_latitud,plant_longitud,truck_code,short_prod_descr,delv_qty,descr,to_job_time,on_job_time,begin_unld_time,end_unld_time,to_plant_time,at_plant_time,tiempo_a_obra,tiempo_espera,tiempo_vaciado,tiempo_salida,tiempo_a_planta,order_qty,start_time,frecuencia,prod_code,truck_type,load_num,tamaño_de_carga,sched_num
244239,2021-03-31 00:00:00,24,24,17278,SUMINISTROS MATEO Y ASOCIADOS S.A.,PU87,EDIFICIO CALLE DE PEPITO NUÑEZ,-11.857882075341704,-77.1153062647912,2165156,450-2165156,SJ3,Planta San Juan 3,-12.146795,-76.980005,ATE,Planta Ate,-12.043333,-76.898056,864,1175N47B,7.0,Viga,2021-03-31 10:00:00,2021-03-31 11:17:39,2021-03-31 13:04:05,2021-03-31 13:20:14,2021-03-31 13:23:51,2021-03-31 14:29:51,77.7,106.4,16.1,3.6,66.0,37.8,2021-03-31 07:00:00,45,124850,C8,5,7,1
244239,2021-03-31 00:00:00,24,24,17278,SUMINISTROS MATEO Y ASOCIADOS S.A.,PU87,EDIFICIO CALLE DE PEPITO NUÑEZ,-11.857882075341704,-77.1153062647912,2027560,429-2027560,SJ3,Planta San Juan 3,-12.146795,-76.980005,ATE,Planta Ate,-12.043333,-76.898056,684,1175N47B,2.8,Viga,2021-03-31 10:45:00,2021-03-31 11:57:53,2021-03-31 12:16:05,2021-03-31 12:21:05,2021-03-31 12:23:20,2021-03-31 13:43:10,72.9,18.2,5.0,2.2,79.8,37.8,2021-03-31 07:00:00,45,124850,C9,6,7,1
236456,2021-04-05 00:00:00,25,25,21132,BANCA PRIVADA KZOK S.L.L.,OW95,EDIFICIO CALLEJÓN DE JACINTA BARRIO,-11.889614571890979,-76.96305337701608,2430749,436-2430749,CAL,Planta Callao,-12.066667,-77.15,CAL,Planta Callao,-12.066667,-77.15,893,1210N67B,9.0,Escalera,2021-04-05 12:00:00,2021-04-05 13:17:32,2021-04-05 13:27:24,2021-04-05 13:45:35,2021-04-05 13:53:02,2021-04-05 15:05:52,77.5,9.9,18.2,7.5,72.8,36.0,2021-04-05 12:00:00,45,124993,C10,1,9,1
236456,2021-04-05 00:00:00,25,25,21132,BANCA PRIVADA KZOK S.L.L.,OW95,EDIFICIO CALLEJÓN DE JACINTA BARRIO,-11.889614571890979,-76.96305337701608,2361249,449-2361249,CAL,Planta Callao,-12.066667,-77.15,CAL,Planta Callao,-12.066667,-77.15,565,1210N67B,9.0,Escalera,2021-04-05 12:45:00,2021-04-05 13:38:13,2021-04-05 16:04:05,2021-04-05 16:25:26,2021-04-05 16:30:29,2021-04-05 17:25:51,53.2,145.9,21.4,5.0,55.4,36.0,2021-04-05 12:00:00,45,124993,C8,2,9,1
236456,2021-04-05 00:00:00,25,25,21132,BANCA PRIVADA KZOK S.L.L.,OW95,EDIFICIO CALLEJÓN DE JACINTA BARRIO,-11.889614571890979,-76.96305337701608,2160448,410-2160448,CAL,Planta Callao,-12.066667,-77.15,CAL,Planta Callao,-12.066667,-77.15,655,1210N67B,9.0,Escalera,2021-04-05 13:30:00,2021-04-05 14:50:00,2021-04-05 15:54:53,2021-04-05 16:19:44,2021-04-05 16:21:14,2021-04-05 17:22:12,80.0,64.9,24.8,1.5,61.0,36.0,2021-04-05 12:00:00,45,124993,C8,3,9,1
236456,2021-04-05 00:00:00,25,25,21132,BANCA PRIVADA KZOK S.L.L.,OW95,EDIFICIO CALLEJÓN DE JACINTA BARRIO,-11.889614571890979,-76.96305337701608,2887025,412-2887025,CAL,Planta Callao,-12.066667,-77.15,CAL,Planta Callao,-12.066667,-77.15,540,1210N67B,9.0,Escalera,2021-04-05 14:15:00,2021-04-05 15:15:41,2021-04-05 17:02:05,2021-04-05 17:19:35,2021-04-05 17:29:03,2021-04-05 18:38:42,60.7,106.4,17.5,9.5,69.6,36.0,2021-04-05 12:00:00,45,124993,C9,4,9,1
242423,2021-06-24 00:00:00,26,26,12702,ATIENZA Y MANZANO S.L.N.E,PL61,EDIFICIO VIA DE ELODIA PALOMINO,-12.076031393432151,-77.14987821809082,2608851,442-2608851,CAL,Planta Callao,-12.066667,-77.15,CAL,Planta Callao,-12.066667,-77.15,578,1210N57B,9.0,Viga,2021-06-24 14:00:00,2021-06-24 14:10:00,2021-06-24 15:42:09,2021-06-24 15:56:22,2021-06-24 16:03:08,2021-06-24 16:13:08,10.0,92.2,14.2,6.8,10.0,27.5,2021-06-24 14:00:00,60,125069,C8,1,9,1
242423,2021-06-24 00:00:00,26,26,12702,ATIENZA Y MANZANO S.L.N.E,PL61,EDIFICIO VIA DE ELODIA PALOMINO,-12.076031393432151,-77.14987821809082,2905740,402-2905740,CAL,Planta Callao,-12.066667,-77.15,CAL,Planta Callao,-12.066667,-77.15,514,1210N57B,9.0,Viga,2021-06-24 15:00:00,2021-06-24 15:10:00,2021-06-24 17:25:18,2021-06-24 17:42:41,2021-06-24 17:52:00,2021-06-24 18:02:00,10.0,135.3,17.4,9.3,10.0,27.5,2021-06-24 14:00:00,60,125069,C7,2,9,1
242423,2021-06-24 00:00:00,26,26,12702,ATIENZA Y MANZANO S.L.N.E,PL61,EDIFICIO VIA DE ELODIA PALOMINO,-12.076031393432151,-77.14987821809082,2648133,431-2648133,CAL,Planta Callao,-12.066667,-77.15,CAL,Planta Callao,-12.066667,-77.15,827,1210N57B,9.0,Viga,2021-06-24 16:00:00,2021-06-24 16:16:03,2021-06-24 18:11:42,2021-06-24 18:28:08,2021-06-24 18:31:02,2021-06-24 18:46:52,16.1,115.7,16.4,2.9,15.8,27.5,2021-06-24 14:00:00,60,125069,C7,3,9,1
242423,2021-06-24 00:00:00,26,26,12702,ATIENZA Y MANZANO S.L.N.E,PL61,EDIFICIO VIA DE ELODIA PALOMINO,-12.076031393432151,-77.14987821809082,2846567,419-2846567,CAL,Planta Callao,-12.066667,-77.15,CAL,Planta Callao,-12.066667,-77.15,850,1210N57B,0.5,Viga,2021-06-24 17:00:00,2021-06-24 17:14:16,2021-06-24 18:36:06,2021-06-24 18:41:06,2021-06-24 18:44:49,2021-06-24 18:56:33,14.3,81.8,5.0,3.7,11.7,27.5,2021-06-24 14:00:00,60,125069,C10,4,9,1
235560,2021-06-19 00:00:00,27,27,9778,INSTALACIONES LAPF S.L.U.,PL75,EDIFICIO URBANIZACIÓN DE MACARENA TELLO,-12.0180730818475,-76.96422175839129,2327766,446-2327766,VSM,Planta Villa El Salvador,-12.210833,-76.941111,VSM,Planta Villa El Salvador,-12.210833,-76.941111,867,1210N67B,8.0,Viga,2021-06-19 09:00:00,2021-06-19 09:40:33,2021-06-19 10:46:30,2021-06-19 11:03:48,2021-06-19 11:06:38,2021-06-19 11:47:20,40.6,65.9,17.3,2.8,40.7,41.9,2021-06-19 09:00:00,45,124993,C9,1,8,1
235560,2021-06-19 00:00:00,27,27,9778,INSTALACIONES LAPF S.L.U.,PL75,EDIFICIO URBANIZACIÓN DE MACARENA TELLO,-12.0180730818475,-76.96422175839129,2111341,429-2111341,VSM,Planta Villa El Salvador,-12.210833,-76.941111,VSM,Planta Villa El Salvador,-12.210833,-76.941111,663,1210N67B,8.0,Viga,2021-06-19 09:45:00,2021-06-19 10:53:24,2021-06-19 11:45:12,2021-06-19 12:01:23,2021-06-19 12:09:14,2021-06-19 13:14:44,68.4,51.8,16.2,7.8,65.5,41.9,2021-06-19 09:00:00,45,124993,C8,2,8,1
235560,2021-06-19 00:00:00,27,27,9778,INSTALACIONES LAPF S.L.U.,PL75,EDIFICIO URBANIZACIÓN DE MACARENA TELLO,-12.0180730818475,-76.96422175839129,2906141,415-2906141,VSM,Planta Villa El Salvador,-12.210833,-76.941111,VSM,Planta Villa El Salvador,-12.210833,-76.941111,815,1210N67B,8.0,Viga,2021-06-19 10:30:00,2021-06-19 11:12:26,2021-06-19 12:19:52,2021-06-19 12:32:42,2021-06-19 12:34:10,2021-06-19 13:23:56,42.4,67.4,12.8,1.5,49.8,41.9,2021-06-19 09:00:00,45,124993,C10,3,8,1
235560,2021-06-19 00:00:00,27,27,9778,INSTALACIONES LAPF S.L.U.,PL75,EDIFICIO URBANIZACIÓN DE MACARENA TELLO,-12.0180730818475,-76.96422175839129,2199055,431-2199055,VSM,Planta Villa El Salvador,-12.210833,-76.941111,VSM,Planta Villa El Salvador,-12.210833,-76.941111,890,1210N67B,8.0,Viga,2021-06-19 11:15:00,2021-06-19 12:22:38,2021-06-19 14:37:59,2021-06-19 14:59:34,2021-06-19 15:08:58,2021-06-19 16:20:43,67.6,135.3,21.6,9.4,71.7,41.9,2021-06-19 09:00:00,45,124993,C8,4,8,1
235560,2021-06-19 00:00:00,27,27,9778,INSTALACIONES LAPF S.L.U.,PL75,EDIFICIO URBANIZACIÓN DE MACARENA TELLO,-12.0180730818475,-76.96422175839129,2412344,415-2412344,VSM,Planta Villa El Salvador,-12.210833,-76.941111,VSM,Planta Villa El Salvador,-12.210833,-76.941111,758,1210N67B,8.0,Viga,2021-06-19 12:00:00,2021-06-19 13:08:38,2021-06-19 14:18:40,2021-06-19 14:41:05,2021-06-19 14:46:34,2021-06-19 15:37:43,68.6,70.0,22.4,5.5,51.1,41.9,2021-06-19 09:00:00,45,124993,C10,5,8,1
235560,2021-06-19 00:00:00,27,27,9778,INSTALACIONES LAPF S.L.U.,PL75,EDIFICIO URBANIZACIÓN DE MACARENA TELLO,-12.0180730818475,-76.96422175839129,2686041,418-2686041,VSM,Planta Villa El Salvador,-12.210833,-76.941111,VSM,Planta Villa El Salvador,-12.210833,-76.941111,844,1210N67B,1.9,Viga,2021-06-19 12:45:00,2021-06-19 13:30:13,2021-06-19 14:23:09,2021-06-19 14:28:09,2021-06-19 14:33:36,2021-06-19 15:25:13,45.2,52.9,5.0,5.5,51.6,41.9,2021-06-19 09:00:00,45,124993,C10,6,8,1
232386,2021-04-28 00:00:00,28,28,20580,HNOS BRAVO S.L.,OV99,EDIFICIO CAMINO DE SANDRA BUSTOS,-12.158010766303624,-77.03010414113704,2047440,436-2047440,CAL,Planta Callao,-12.066667,-77.15,CAL,Planta Callao,-12.066667,-77.15,705,1280N67B,7.0,Escalera,2021-04-28 10:00:00,2021-04-28 10:26:12,2021-04-28 10:46:17,2021-04-28 10:58:43,2021-04-28 11:03:01,2021-04-28 11:26:38,26.2,20.1,12.4,4.3,23.6,40.7,2021-04-28 10:00:00,20,124699,C7,1,7,1
232386,2021-04-28 00:00:00,28,28,20580,HNOS BRAVO S.L.,OV99,EDIFICIO CAMINO DE SANDRA BUSTOS,-12.158010766303624,-77.03010414113704,2576566,408-2576566,CAL,Planta Callao,-12.066667,-77.15,CAL,Planta Callao,-12.066667,-77.15,643,1280N67B,7.0,Escalera,2021-04-28 10:20:00,2021-04-28 10:59:49,2021-04-28 11:54:12,2021-04-28 12:06:57,2021-04-28 12:11:26,2021-04-28 12:48:17,39.8,54.4,12.8,4.5,36.9,40.7,2021-04-28 10:00:00,20,124699,C7,2,7,1
232386,2021-04-28 00:00:00,28,28,20580,HNOS BRAVO S.L.,OV99,EDIFICIO CAMINO DE SANDRA BUSTOS,-12.158010766303624,-77.03010414113704,2791638,438-2791638,CAL,Planta Callao,-12.066667,-77.15,CAL,Planta Callao,-12.066667,-77.15,573,1280N67B,7.0,Escalera,2021-04-28 10:40:00,2021-04-28 11:32:13,2021-04-28 12:31:18,2021-04-28 12:50:38,2021-04-28 12:54:42,2021-04-28 13:55:46,52.2,59.1,19.3,4.1,61.1,40.7,2021-04-28 10:00:00,20,124699,C8,3,7,1
232386,2021-04-28 00:00:00,28,28,20580,HNOS BRAVO S.L.,OV99,EDIFICIO CAMINO DE SANDRA BUSTOS,-12.158010766303624,-77.03010414113704,2496756,409-2496756,CAL,Planta Callao,-12.066667,-77.15,CAL,Planta Callao,-12.066667,-77.15,765,1280N67B,7.0,Escalera,2021-04-28 11:00:00,2021-04-28 11:38:15,2021-04-28 12:53:15,2021-04-28 13:02:51,2021-04-28 13:05:05,2021-04-28 13:38:13,38.3,75.0,9.6,2.2,33.1,40.7,2021-04-28 10:00:00,20,124699,C10,4,7,1
232386,2021-04-28 00:00:00,28,28,20580,HNOS BRAVO S.L.,OV99,EDIFICIO CAMINO DE SANDRA BUSTOS,-12.158010766303624,-77.03010414113704,2646447,437-2646447,CAL,Planta Callao,-12.066667,-77.15,CAL,Planta Callao,-12.066667,-77.15,878,1280N67B,7.0,Escalera,2021-04-28 11:20:00,2021-04-28 12:01:09,2021-04-28 13:18:29,2021-04-28 13:31:45,2021-04-28 13:38:16,2021-04-28 14:10:25,41.2,77.3,13.3,6.5,32.2,40.7,2021-04-28 10:00:00,20,124699,C9,5,7,1
232386,2021-04-28 00:00:00,28,28,20580,HNOS BRAVO S.L.,OV99,EDIFICIO CAMINO DE SANDRA BUSTOS,-12.158010766303624,-77.03010414113704,2855374,421-2855374,CAL,Planta Callao,-12.066667,-77.15,CAL,Planta Callao,-12.066667,-77.15,508,1280N67B,5.7,Escalera,2021-04-28 11:40:00,2021-04-28 12:13:04,2021-04-28 14:17:18,2021-04-28 14:30:37,2021-04-28 14:38:00,2021-04-28 15:06:06,33.1,124.2,13.3,7.4,28.1,40.7,2021-04-28 10:00:00,20,124699,C9,6,7,1
238165,2021-02-02 00:00:00,29,29,21957,SABATER Y ASOCIADOS S.L.,OV69,EDIFICIO URBANIZACIÓN DE NEREIDA GUTIÉRREZ,-12.016211133706824,-76.85363226408006,2278428,446-2278428,SJN,Planta San Juan,-12.146795,-76.980005,CAL,Planta Callao,-12.066667,-77.15,835,1175N47B,10.0,Columna,2021-02-02 15:00:00,2021-02-02 16:05:31,2021-02-02 18:20:20,2021-02-02 18:46:40,2021-02-02 18:53:20,2021-02-02 19:58:45,65.5,134.8,26.3,6.7,65.4,42.9,2021-02-02 15:00:00,60,124850,C8,1,10,1
238165,2021-02-02 00:00:00,29,29,21957,SABATER Y ASOCIADOS S.L.,OV69,EDIFICIO URBANIZACIÓN DE NEREIDA GUTIÉRREZ,-12.016211133706824,-76.85363226408006,2154954,402-2154954,SJN,Planta San Juan,-12.146795,-76.980005,SJN,Planta San Juan,-12.146795,-76.980005,848,1175N47B,10.0,Columna,2021-02-02 16:00:00,2021-02-02 16:49:25,2021-02-02 17:15:00,2021-02-02 17:38:10,2021-02-02 17:44:45,2021-02-02 18:40:08,49.4,25.6,23.2,6.6,55.4,42.9,2021-02-02 15:00:00,60,124850,C8,2,10,1
238165,2021-02-02 00:00:00,29,29,21957,SABATER Y ASOCIADOS S.L.,OV69,EDIFICIO URBANIZACIÓN DE NEREIDA GUTIÉRREZ,-12.016211133706824,-76.85363226408006,2724042,432-2724042,SJN,Planta San Juan,-12.146795,-76.980005,CAL,Planta Callao,-12.066667,-77.15,604,1175N47B,10.0,Columna,2021-02-02 17:00:00,2021-02-02 18:24:44,2021-02-02 18:41:13,2021-02-02 18:56:28,2021-02-02 19:00:17,2021-02-02 20:06:01,84.7,16.5,15.2,3.8,65.7,42.9,2021-02-02 15:00:00,60,124850,C10,3,10,1
238165,2021-02-02 00:00:00,29,29,21957,SABATER Y ASOCIADOS S.L.,OV69,EDIFICIO URBANIZACIÓN DE NEREIDA GUTIÉRREZ,-12.016211133706824,-76.85363226408006,2217413,442-2217413,SJN,Planta San Juan,-12.146795,-76.980005,CAL,Planta Callao,-12.066667,-77.15,787,1175N47B,10.0,Columna,2021-02-02 18:00:00,2021-02-02 19:23:54,2021-02-02 21:34:49,2021-02-02 21:59:23,2021-02-02 22:00:57,2021-02-02 23:05:29,83.9,130.9,24.6,1.6,64.5,42.9,2021-02-02 15:00:00,60,124850,C9,4,10,1
238165,2021-02-02 00:00:00,29,29,21957,SABATER Y ASOCIADOS S.L.,OV69,EDIFICIO URBANIZACIÓN DE NEREIDA GUTIÉRREZ,-12.016211133706824,-76.85363226408006,2371496,439-2371496,SJN,Planta San Juan,-12.146795,-76.980005,VSM,Planta Villa El Salvador,-12.210833,-76.941111,846,1175N47B,2.9,Columna,2021-02-02 19:00:00,2021-02-02 19:58:34,2021-02-02 20:45:38,2021-02-02 20:50:38,2021-02-02 20:59:51,2021-02-02 21:50:53,58.6,47.1,5.0,9.2,51.0,42.9,2021-02-02 15:00:00,60,124850,C9,5,10,1
238101,2021-06-14 00:00:00,30,30,16086,FAMILIA CABELLO S.L.,PU90,EDIFICIO CAÑADA DE LEONEL SALA,-12.230377068092682,-77.01803822202054,2303042,444-2303042,VSM,Planta Villa El Salvador,-12.210833,-76.941111,VSM,Planta Villa El Salvador,-12.210833,-76.941111,860,1210N57B,9.0,Viga,2021-06-14 15:00:00,2021-06-14 15:11:20,2021-06-14 16:35:02,2021-06-14 16:50:58,2021-06-14 17:00:43,2021-06-14 17:10:43,11.3,83.7,15.9,9.8,10.0,21.4,2021-06-14 15:00:00,45,125069,C8,1,9,1
238101,2021-06-14 00:00:00,30,30,16086,FAMILIA CABELLO S.L.,PU90,EDIFICIO CAÑADA DE LEONEL SALA,-12.230377068092682,-77.01803822202054,2286741,436-2286741,VSM,Planta Villa El Salvador,-12.210833,-76.941111,VSM,Planta Villa El Salvador,-12.210833,-76.941111,647,1210N57B,9.0,Viga,2021-06-14 15:45:00,2021-06-14 16:10:05,2021-06-14 16:57:38,2021-06-14 17:15:10,2021-06-14 17:24:34,2021-06-14 17:52:07,25.1,47.6,17.5,9.4,27.5,21.4,2021-06-14 15:00:00,45,125069,C7,2,9,1
238101,2021-06-14 00:00:00,30,30,16086,FAMILIA CABELLO S.L.,PU90,EDIFICIO CAÑADA DE LEONEL SALA,-12.230377068092682,-77.01803822202054,2843700,402-2843700,VSM,Planta Villa El Salvador,-12.210833,-76.941111,VSM,Planta Villa El Salvador,-12.210833,-76.941111,574,1210N57B,3.4,Viga,2021-06-14 16:30:00,2021-06-14 16:54:14,2021-06-14 17:51:11,2021-06-14 18:05:43,2021-06-14 18:14:05,2021-06-14 18:42:37,24.2,57.0,14.5,8.4,28.5,21.4,2021-06-14 15:00:00,45,125069,C9,3,9,1
237010,2021-01-18 00:00:00,31,31,20594,MANUFACTURAS CASTELLANA S.COM.,PU52,EDIFICIO CAÑADA CHUY PORTERO,-12.078694429748042,-77.02526772976906,2564739,408-2564739,ATE,Planta Ate,-12.043333,-76.898056,SJN,Planta San Juan,-12.146795,-76.980005,638,1280N67B,7.0,Muro/Placa,2021-01-18 16:00:00,2021-01-18 16:17:05,2021-01-18 17:23:27,2021-01-18 17:35:47,2021-01-18 17:41:05,2021-01-18 17:54:47,17.1,66.4,12.3,5.3,13.7,44.0,2021-01-18 16:00:00,60,124699,C9,1,7,1
237010,2021-01-18 00:00:00,31,31,20594,MANUFACTURAS CASTELLANA S.COM.,PU52,EDIFICIO CAÑADA CHUY PORTERO,-12.078694429748042,-77.02526772976906,2668933,406-2668933,ATE,Planta Ate,-12.043333,-76.898056,SJN,Planta San Juan,-12.146795,-76.980005,619,1280N67B,7.0,Muro/Placa,2021-01-18 17:00:00,2021-01-18 17:25:10,2021-01-18 18:53:12,2021-01-18 19:05:21,2021-01-18 19:12:22,2021-01-18 19:36:41,25.2,88.0,12.2,7.0,24.3,44.0,2021-01-18 16:00:00,60,124699,C7,2,7,1
237010,2021-01-18 00:00:00,31,31,20594,MANUFACTURAS CASTELLANA S.COM.,PU52,EDIFICIO CAÑADA CHUY PORTERO,-12.078694429748042,-77.02526772976906,2974231,441-2974231,ATE,Planta Ate,-12.043333,-76.898056,VSM,Planta Villa El Salvador,-12.210833,-76.941111,580,1280N67B,7.0,Muro/Placa,2021-01-18 18:00:00,2021-01-18 18:36:36,2021-01-18 19:47:27,2021-01-18 20:05:19,2021-01-18 20:07:33,2021-01-18 20:50:50,36.6,70.9,17.9,2.2,43.3,44.0,2021-01-18 16:00:00,60,124699,C10,3,7,1
237010,2021-01-18 00:00:00,31,31,20594,MANUFACTURAS CASTELLANA S.COM.,PU52,EDIFICIO CAÑADA CHUY PORTERO,-12.078694429748042,-77.02526772976906,2952040,441-2952040,ATE,Planta Ate,-12.043333,-76.898056,VSM,Planta Villa El Salvador,-12.210833,-76.941111,893,1280N67B,7.0,Muro/Placa,2021-01-18 19:00:00,2021-01-18 19:41:01,2021-01-18 20:10:56,2021-01-18 20:32:28,2021-01-18 20:36:21,2021-01-18 21:18:19,41.0,29.9,21.5,3.9,42.0,44.0,2021-01-18 16:00:00,60,124699,C7,4,7,1
237010,2021-01-18 00:00:00,31,31,20594,MANUFACTURAS CASTELLANA S.COM.,PU52,EDIFICIO CAÑADA CHUY PORTERO,-12.078694429748042,-77.02526772976906,2438184,425-2438184,ATE,Planta Ate,-12.043333,-76.898056,CAL,Planta Callao,-12.066667,-77.15,590,1280N67B,7.0,Muro/Placa,2021-01-18 20:00:00,2021-01-18 20:21:34,2021-01-18 22:12:22,2021-01-18 22:32:26,2021-01-18 22:33:46,2021-01-18 22:58:48,21.6,110.8,20.1,1.3,25.0,44.0,2021-01-18 16:00:00,60,124699,C7,5,7,1
237010,2021-01-18 00:00:00,31,31,20594,MANUFACTURAS CASTELLANA S.COM.,PU52,EDIFICIO CAÑADA CHUY PORTERO,-12.078694429748042,-77.02526772976906,2312886,421-2312886,ATE,Planta Ate,-12.043333,-76.898056,VSM,Planta Villa El Salvador,-12.210833,-76.941111,790,1280N67B,7.0,Muro/Placa,2021-01-18 21:00:00,2021-01-18 21:32:17,2021-01-18 23:24:38,2021-01-18 23:44:58,2021-01-18 23:48:34,2021-01-19 00:11:47,32.3,112.4,20.3,3.6,23.2,44.0,2021-01-18 16:00:00,60,124699,C7,6,7,1
237010,2021-01-18 00:00:00,31,31,20594,MANUFACTURAS CASTELLANA S.COM.,PU52,EDIFICIO CAÑADA CHUY PORTERO,-12.078694429748042,-77.02526772976906,2528705,412-2528705,ATE,Planta Ate,-12.043333,-76.898056,ATE,Planta Ate,-12.043333,-76.898056,739,1280N67B,2.0,Muro/Placa,2021-01-18 22:00:00,2021-01-18 22:30:12,2021-01-19 00:06:23,2021-01-19 00:12:12,2021-01-19 00:21:12,2021-01-19 00:44:22,30.2,96.2,5.8,9.0,23.2,44.0,2021-01-18 16:00:00,60,124699,C9,7,7,1
243730,2021-05-19 00:00:00,32,32,24895,ANDRADE Y ASOCIADOS S.COOP.,OV72,EDIFICIO RAMBLA DE ROSAURA CARNERO,-12.240289182689281,-77.01924920718601,2309355,411-2309355,SJN,Planta San Juan,-12.146795,-76.980005,SJN,Planta San Juan,-12.146795,-76.980005,790,1210N67B,10.0,Muro/Placa,2021-05-19 14:00:00,2021-05-19 14:34:28,2021-05-19 16:11:43,2021-05-19 16:36:03,2021-05-19 16:37:11,2021-05-19 17:07:08,34.5,97.2,24.3,1.1,29.9,38.4,2021-05-19 14:00:00,45,124993,C8,1,10,1
243730,2021-05-19 00:00:00,32,32,24895,ANDRADE Y ASOCIADOS S.COOP.,OV72,EDIFICIO RAMBLA DE ROSAURA CARNERO,-12.240289182689281,-77.01924920718601,2420304,411-2420304,SJN,Planta San Juan,-12.146795,-76.980005,SJN,Planta San Juan,-12.146795,-76.980005,842,1210N67B,10.0,Muro/Placa,2021-05-19 14:45:00,2021-05-19 15:15:52,2021-05-19 16:51:41,2021-05-19 17:11:57,2021-05-19 17:16:48,2021-05-19 17:43:28,30.9,95.8,20.3,4.8,26.7,38.4,2021-05-19 14:00:00,45,124993,C7,2,10,1
243730,2021-05-19 00:00:00,32,32,24895,ANDRADE Y ASOCIADOS S.COOP.,OV72,EDIFICIO RAMBLA DE ROSAURA CARNERO,-12.240289182689281,-77.01924920718601,2468436,421-2468436,SJN,Planta San Juan,-12.146795,-76.980005,SJN,Planta San Juan,-12.146795,-76.980005,885,1210N67B,10.0,Muro/Placa,2021-05-19 15:30:00,2021-05-19 16:11:59,2021-05-19 17:23:36,2021-05-19 17:50:46,2021-05-19 17:51:50,2021-05-19 18:29:17,42.0,71.6,27.2,1.1,37.5,38.4,2021-05-19 14:00:00,45,124993,C9,3,10,1
243730,2021-05-19 00:00:00,32,32,24895,ANDRADE Y ASOCIADOS S.COOP.,OV72,EDIFICIO RAMBLA DE ROSAURA CARNERO,-12.240289182689281,-77.01924920718601,2065142,429-2065142,SJN,Planta San Juan,-12.146795,-76.980005,SJN,Planta San Juan,-12.146795,-76.980005,841,1210N67B,8.4,Muro/Placa,2021-05-19 16:15:00,2021-05-19 16:36:36,2021-05-19 18:25:02,2021-05-19 18:36:59,2021-05-19 18:43:52,2021-05-19 19:06:28,21.6,108.4,11.9,6.9,22.6,38.4,2021-05-19 14:00:00,45,124993,C7,4,10,1
249395,2021-05-26 00:00:00,33,33,7888,FERRERAS Y ASOCIADOS S.COM.,OW92,EDIFICIO VIA DE JUAN PALMA,-12.135693615169453,-76.88994459332146,2669737,439-2669737,ATE,Planta Ate,-12.043333,-76.898056,ATE,Planta Ate,-12.043333,-76.898056,651,1280N67B,10.0,Losa,2021-05-26 14:00:00,2021-05-26 14:31:17,2021-05-26 16:49:44,2021-05-26 17:16:17,2021-05-26 17:24:13,2021-05-26 17:56:54,31.3,138.5,26.5,7.9,32.7,21.7,2021-05-26 14:00:00,45,124699,C9,1,10,1
249395,2021-05-26 00:00:00,33,33,7888,FERRERAS Y ASOCIADOS S.COM.,OW92,EDIFICIO VIA DE JUAN PALMA,-12.135693615169453,-76.88994459332146,2391774,448-2391774,ATE,Planta Ate,-12.043333,-76.898056,ATE,Planta Ate,-12.043333,-76.898056,712,1280N67B,10.0,Losa,2021-05-26 14:45:00,2021-05-26 15:02:19,2021-05-26 17:25:55,2021-05-26 17:47:08,2021-05-26 17:52:14,2021-05-26 18:12:56,17.3,143.6,21.2,5.1,20.7,21.7,2021-05-26 14:00:00,45,124699,C10,2,10,1
249395,2021-05-26 00:00:00,33,33,7888,FERRERAS Y ASOCIADOS S.COM.,OW92,EDIFICIO VIA DE JUAN PALMA,-12.135693615169453,-76.88994459332146,2915548,433-2915548,ATE,Planta Ate,-12.043333,-76.898056,ATE,Planta Ate,-12.043333,-76.898056,541,1280N67B,1.7,Losa,2021-05-26 15:30:00,2021-05-26 15:56:49,2021-05-26 17:36:26,2021-05-26 17:41:26,2021-05-26 17:44:40,2021-05-26 18:13:34,26.8,99.6,5.0,3.2,28.9,21.7,2021-05-26 14:00:00,45,124699,C10,3,10,1
243813,2021-03-07 00:00:00,34,34,9683,HERMANOS ROMÁN S.L.L.,PU12,EDIFICIO ALAMEDA AMADA ROLDAN,-11.975487869458574,-77.13437431752703,2157131,433-2157131,ATE,Planta Ate,-12.043333,-76.898056,ATE,Planta Ate,-12.043333,-76.898056,584,1210N57B,7.0,Viga,2021-03-07 10:00:00,2021-03-07 11:00:45,2021-03-07 11:10:01,2021-03-07 11:26:08,2021-03-07 11:31:41,2021-03-07 12:31:37,60.8,9.3,16.1,5.5,59.9,39.7,2021-03-07 10:00:00,20,125069,C9,1,7,1
243813,2021-03-07 00:00:00,34,34,9683,HERMANOS ROMÁN S.L.L.,PU12,EDIFICIO ALAMEDA AMADA ROLDAN,-11.975487869458574,-77.13437431752703,2467122,408-2467122,ATE,Planta Ate,-12.043333,-76.898056,ATE,Planta Ate,-12.043333,-76.898056,528,1210N57B,7.0,Viga,2021-03-07 10:20:00,2021-03-07 11:17:05,2021-03-07 12:59:08,2021-03-07 13:17:27,2021-03-07 13:22:51,2021-03-07 14:28:28,57.1,102.0,18.3,5.4,65.6,39.7,2021-03-07 10:00:00,20,125069,C10,2,7,1
